State,District,Subdistrict,City,City_Regiotype,Pincode,Locality,Sublocality,Sublocality_ID,Competition_Store,Key_Categories,Key_Brands
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Tar Bund,3020,Competition5,Mens  Formals,MEXX
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500011,Bowenpally,Parkview Enclave,3024,Competition1,BTL Fashion & Active Sports,VAN HEUSEN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500011,Bowenpally,"SAIL Employees Colony, SAIL Colony",3053,Competition3,BTL Fashion & Active Sports,MEXX
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Manovikas Nagar,3140,Competition5,BTL Fashion & Active Sports,TITAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500011,Bowenpally,Icrisat Colony,3139,Competition4,E-Com Brands,MEXX
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Kummu Gutta,3146,Competition4,Personal Accessories,MEXX
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Tar Bund,3020,Competition1,E-Com Brands,MEXX
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Kummu Gutta,3146,Competition3,Personal Accessories,VAN HEUSEN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Kummu Gutta,3146,Competition2,BTL Fashion & Active Sports,MEXX
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Manovikas Nagar,3140,Competition2,E-Com Brands,VAN HEUSEN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,"Madhupala Enclave, Manovikas Nagar",3055,Competition2,E-Com Brands,PIERRE CARDIN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Sikh Village,3191,Competition2,BTL Fashion & Active Sports,ALLEN SOLLY
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Kummu Gutta,3146,Competition3,Personal Accessories,BLACKBERRYS
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Sikh Village,3191,Competition2,Mens  Formals,ALLEN SOLLY
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Kummu Gutta,3146,Competition4,Personal Accessories,TITAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Kummu Gutta,3146,Competition2,BTL Fashion & Active Sports,ALLEN SOLLY
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Competition5,Mens  Formals,MEXX
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Competition1,E-Com Brands,BLACKBERRYS
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500011,Bowenpally,"Sri Sai Apartment, SBI Colony",3051,Competition4,BTL Fashion & Active Sports,MEXX
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,"Jupiter Colony, Radha Swamy Colony",3048,Competition2,Personal Accessories,BLACKBERRYS
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Manovikas Nagar,3140,Competition3,BTL Fashion & Active Sports,MEXX
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Kiran Enclave,3138,Competition5,BTL Fashion & Active Sports,BEING HUMAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Kiran Enclave,3138,Competition3,Mens  Formals,BLACKBERRYS
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Sikh Village,3191,Competition4,BTL Fashion & Active Sports,ALLEN SOLLY
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Wahab Nagar,3212,Competition3,E-Com Brands,BLACKBERRYS
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Sikh Village,3191,Competition4,E-Com Brands,BEING HUMAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Wahab Nagar,3212,Competition1,Mens  Formals,BLACKBERRYS
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Kummu Gutta,3146,Competition4,BTL Fashion & Active Sports,ALLEN SOLLY
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Competition4,Mens  Formals,BLACKBERRYS
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Competition3,E-Com Brands,VAN HEUSEN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Competition1,BTL Fashion & Active Sports,MEXX
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Competition1,E-Com Brands,TITAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Radha Swamy Colony,3049,Competition2,Personal Accessories,ALLEN SOLLY
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,"Jupiter Colony, Radha Swamy Colony",3048,Competition2,BTL Fashion & Active Sports,MEXX
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Radha Swamy Colony,3049,Competition4,Personal Accessories,MEXX
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vahini nagar,3046,Competition4,E-Com Brands,VAN HEUSEN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,"AWHO Colony, Vahini nagar",3047,Competition5,E-Com Brands,BLACKBERRYS
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,"Jupiter Colony, Radha Swamy Colony",3048,Competition1,BTL Fashion & Active Sports,VAN HEUSEN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,"AWHO Colony, Vahini nagar",3047,Competition3,E-Com Brands,ALLEN SOLLY
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Sitaram Nagar,3080,Competition4,Personal Accessories,BLACKBERRYS
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Sitaram Nagar,3080,Competition2,BTL Fashion & Active Sports,ALLEN SOLLY
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Wahab Nagar,3212,Competition4,E-Com Brands,VAN HEUSEN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Competition1,Mens  Formals,ALLEN SOLLY
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Wahab Nagar,3212,Competition5,BTL Fashion & Active Sports,BEING HUMAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Competition1,E-Com Brands,MEXX
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Competition3,Mens  Formals,VAN HEUSEN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Competition3,Personal Accessories,BLACKBERRYS
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Competition3,BTL Fashion & Active Sports,PIERRE CARDIN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Surya nagar,3045,Competition1,Mens  Formals,PIERRE CARDIN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,"Rail Enclave, Radha Swamy Colony",3050,Competition2,BTL Fashion & Active Sports,MEXX
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Surya nagar,3045,Competition2,E-Com Brands,VAN HEUSEN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vahini nagar,3046,Competition3,BTL Fashion & Active Sports,BEING HUMAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vahini nagar,3046,Competition3,Personal Accessories,VAN HEUSEN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vahini nagar,3046,Competition5,BTL Fashion & Active Sports,BEING HUMAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,"AWHO Colony, Vahini nagar",3047,Competition4,BTL Fashion & Active Sports,TITAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Sitaram Nagar,3080,Competition4,Mens  Formals,TITAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Sitaram Nagar,3080,Competition1,Personal Accessories,BLACKBERRYS
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Gun Rock Enclave,3192,Competition4,Personal Accessories,TITAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Gun Rock Enclave,3192,Competition1,E-Com Brands,BEING HUMAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Wahab Nagar,3212,Competition5,E-Com Brands,BEING HUMAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Competition2,Personal Accessories,MEXX
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Competition4,BTL Fashion & Active Sports,BEING HUMAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Competition2,Mens  Formals,BEING HUMAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Competition1,Mens  Formals,PIERRE CARDIN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Surya nagar,3045,Competition2,Mens  Formals,VAN HEUSEN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Surya nagar,3045,Competition1,Personal Accessories,BEING HUMAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Surya nagar,3045,Competition4,BTL Fashion & Active Sports,BEING HUMAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Surya nagar,3045,Competition1,Personal Accessories,TITAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Hyderabad Asbestos Staff Colony,3081,Competition1,Personal Accessories,MEXX
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Gun Rock Enclave,3192,Competition5,Personal Accessories,BEING HUMAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Hyderabad Asbestos Staff Colony,3081,Competition2,E-Com Brands,VAN HEUSEN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Gun Rock Enclave,3192,Competition5,Mens  Formals,BEING HUMAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,P & T Colony,3058,Competition4,Mens  Formals,VAN HEUSEN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,"Sri Ram Enclave, P & T Colony",3147,Competition5,Mens  Formals,VAN HEUSEN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,P & T Colony,3058,Competition1,Personal Accessories,VAN HEUSEN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vikampuri,3141,Competition1,Personal Accessories,ALLEN SOLLY
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Surya nagar,3045,Competition1,E-Com Brands,MEXX
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Kousalya Enclave,3025,Competition4,Mens  Formals,BLACKBERRYS
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Surya nagar,3045,Competition5,Mens  Formals,BLACKBERRYS
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Hyderabad Asbestos Staff Colony,3081,Competition4,E-Com Brands,ALLEN SOLLY
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vasavi Nagar,3118,Competition3,Personal Accessories,VAN HEUSEN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,R & D Colony,3015,Competition3,Mens  Formals,TITAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Hyderabad Asbestos Staff Colony,3081,Competition4,BTL Fashion & Active Sports,ALLEN SOLLY
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vikampuri,3141,Competition1,Personal Accessories,PIERRE CARDIN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,"Sri Ram Enclave, P & T Colony",3147,Competition1,Mens  Formals,TITAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500026,West Marredpally,Picket,3026,Competition1,BTL Fashion & Active Sports,VAN HEUSEN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vikampuri,3141,Competition3,E-Com Brands,BLACKBERRYS
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Kousalya Enclave,3025,Competition2,E-Com Brands,BLACKBERRYS
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Kousalya Enclave,3025,Competition4,BTL Fashion & Active Sports,PIERRE CARDIN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,New Vasavi Nagar,3117,Competition2,BTL Fashion & Active Sports,BEING HUMAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Surya nagar,3045,Competition2,E-Com Brands,ALLEN SOLLY
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,New Vasavi Nagar,3117,Competition4,Mens  Formals,ALLEN SOLLY
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vasavi Nagar,3118,Competition3,Personal Accessories,MEXX
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vasavi Nagar,3118,Competition5,Mens  Formals,TITAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Kakaguda,3142,Competition1,Personal Accessories,TITAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,R & D Colony,3015,Competition2,BTL Fashion & Active Sports,PIERRE CARDIN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Gruhalaxmi Colony,3074,Competition1,Mens  Formals,PIERRE CARDIN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Gruhalaxmi Colony,3074,Competition2,BTL Fashion & Active Sports,VAN HEUSEN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vikampuri,3141,Competition5,Mens  Formals,ALLEN SOLLY
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vikampuri,3141,Competition2,E-Com Brands,MEXX
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500015,Trimulgherry,Hanuman Temple Complex,3035,Competition1,Mens  Formals,TITAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,New Vasavi Nagar,3117,Competition5,Mens  Formals,BEING HUMAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,"Balaji Colony, Dad Enclave",3073,Competition3,E-Com Brands,PIERRE CARDIN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Dad Enclave,3116,Competition3,Mens  Formals,BEING HUMAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,New Vasavi Nagar,3117,Competition2,Mens  Formals,VAN HEUSEN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Joyti Colony,3115,Competition2,Mens  Formals,ALLEN SOLLY
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Kakaguda,3142,Competition3,BTL Fashion & Active Sports,VAN HEUSEN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Brooke Bond Colony,3036,Competition4,BTL Fashion & Active Sports,TITAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,"Shangir Apartment, Theograj Nagar",3071,Competition4,Mens  Formals,PIERRE CARDIN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Gruhalaxmi Colony,3074,Competition1,E-Com Brands,TITAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Kakaguda,3142,Competition2,Mens  Formals,BEING HUMAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500026,West Marredpally,Krishnapuri,3027,Competition3,Mens  Formals,PIERRE CARDIN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,"Gayatri Residency, Ishaq Colony",3072,Competition2,E-Com Brands,ALLEN SOLLY
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Ishaq Colony,3082,Competition2,Mens  Formals,PIERRE CARDIN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500015,Trimulgherry,Hanuman Temple Complex,3035,Competition2,Personal Accessories,BLACKBERRYS
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500015,Trimulgherry,Hanuman Temple Complex,3035,Competition5,E-Com Brands,VAN HEUSEN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Karkhana,3037,Competition4,Mens  Formals,PIERRE CARDIN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Dad Enclave,3116,Competition1,E-Com Brands,PIERRE CARDIN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Joyti Colony,3115,Competition4,BTL Fashion & Active Sports,PIERRE CARDIN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Brooke Bond Colony,3036,Competition2,Mens  Formals,TITAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500026,West Marredpally,RK Nagar,3018,Competition2,Mens  Formals,PIERRE CARDIN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500026,West Marredpally,Krishnapuri,3027,Competition3,Mens  Formals,ALLEN SOLLY
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Karkhana,3037,Competition2,Personal Accessories,VAN HEUSEN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500026,West Marredpally,"Rukmini Devi Colony, Mahatma Gandhi Nagar",3066,Competition2,Mens  Formals,ALLEN SOLLY
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500026,West Marredpally,Simhapuri Colony,3028,Competition1,BTL Fashion & Active Sports,PIERRE CARDIN
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400053,Andheri West,Anand Nagar,1019,Competition5,Mens  Formals,PIERRE CARDIN
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400053,Andheri West,Anand Nagar,1019,Competition4,E-Com Brands,BEING HUMAN
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400053,Andheri West,Industrial   Area,1183,Competition2,Personal Accessories,ALLEN SOLLY
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400053,Andheri West,Model Town,1084,Competition5,Mens  Formals,BLACKBERRYS
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400061,Andheri West,"Joseph Patel   Wadi, Versova",1150,Competition1,Personal Accessories,MEXX
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400053,Andheri West,Seven Bunglow,875,Competition5,Personal Accessories,VAN HEUSEN
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400053,Andheri West,SV Patel Nagar,1427,Competition1,BTL Fashion & Active Sports,BEING HUMAN
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400053,Andheri West,Industrial   Area,1087,Competition4,Mens  Formals,BLACKBERRYS
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400052,Khar West,Pali Village,1325,Competition3,E-Com Brands,BEING HUMAN
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400050,Bandra West,Santosh Nagar,993,Competition4,BTL Fashion & Active Sports,PIERRE CARDIN
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400050,Bandra West,Bandra rAILWAY STATION,1468,Competition3,BTL Fashion & Active Sports,VAN HEUSEN
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400050,Bandra West,Reclamation,1077,Competition2,Personal Accessories,TITAN
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400102,Jogeshwari West,Gautam Nagar,891,Competition2,Mens  Formals,PIERRE CARDIN
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400058,Jogeshwari West,Prathmesh   Complex,1139,Competition3,E-Com Brands,BLACKBERRYS
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400058,Jogeshwari West,Prathmesh   Complex,1139,Competition5,E-Com Brands,TITAN
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400058,Andheri West,Azad Nagar,863,Competition2,E-Com Brands,TITAN
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400050,Bandra West,Patkar Blocks,254,Competition5,Mens  Formals,PIERRE CARDIN
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400050,Bandra West,Reclamation,1077,Competition2,Personal Accessories,BEING HUMAN
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400050,Bandra West,Patkar Blocks,254,Competition5,Personal Accessories,VAN HEUSEN
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400050,Bandra West,Bandra rAILWAY STATION,1468,Competition3,Mens  Formals,VAN HEUSEN
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400050,Bandra West,Patkar Blocks,254,Competition2,Personal Accessories,PIERRE CARDIN
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400102,Jogeshwari West,Shastri Nagar,1112,Competition1,Personal Accessories,TITAN
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400053,Andheri West,Veer Desai   Industrial Estate,1281,Competition2,BTL Fashion & Active Sports,BLACKBERRYS
Maharashtra,Mumbai Suburban,Area not under any Sub-district,Mumbai,Suburbs,400053,Andheri West,Industrial   Area,1087,Competition1,Mens  Formals,MEXX
